,content,sentimen
2146,Event dalam game sangat menghibur,1.0
2147,Update terbaru membuatnya lebih mantap,1.0
2148,Grafiknya bagus dan memukau,1.0
2149,Terimakasih sudah menjadi game baik,1.0
2150,Sangat menghibur dan tidak membosankan,1.0
2151,luar biasa bagus,1.0
2152,Game burik,0.0
2153,bagus gamenya,1.0
2154,Mantap lah ini game,1.0
2155,game terbaik,1.0
2156,"Game ngeleg, padahal jaringan kenceng",0.0
2157,lumayan lah,1.0
2158,Game bagus,1.0
2159,Skill hero sangat bagus dan unik,1.0
2160,bagus gamenya. Matcmaking jarang ada dark system. Jaringan stabil. Fps g gampang drop. Event skin banyak...,1.0
2161,Burik Sekali,0.0
2162,mantap bener game nya,1.0
2163,Game yang sangat gampang banget,1.0
2164,keren 🤣,1.0
2165,bagus dan seru,1.0
2166,MATCHMAKING GA SEIMBANG. TIN SENDIRI GA BISA MAIN MUSUHNYA JAGO MAINNYA. SORRY UNINSTAL.,0.0
2167,game yg sangat bagus,1.0
2168,game keren,1.0
2169,bagus 👍,1.0
2170,Grafiknya bagus dan memukau,1.0
2171,Sangat menghibur dan tidak membosankan,1.0
2172,Sistem pertarungan sangat oke dan adiktif,1.0
2173,Iklan aja bagus game nya burik jauh banget gak kaya di iklan mending main ml aja,0.0
2174,Game ini sangat oke dan seru,1.0
2175,Gamenya bagus,1.0
2176,Game kok niru ml,0.0
2177,gamenya seru banget aku suka,1.0
2178,Game sampah belum banyak update masih dalam keadaan buruk ini game,0.0
2179,susah untuk dimainkan gampangan mobile legends,0.0
2180,Game jelek mendingan ml,0.0
2181,Musuh babi tim ga berguna Tim bodoh Tim ngebaf terus,0.0
2182,"Ini masalah stuck di loading screen gimana coba, udah bolak balik intal dari web sama play store masih ga bisa",0.0
2183,Kontrolnya mantap dan responsif,1.0
2184,Game play nya sih bagus bangett tapi kekurangannya sih suara saat perang kurang keras buat player ngantuk 😘 itu aja sih mudah mudahan update suara saat war keras macam mlbb,0.0
2185,Tolong jaringanya di stabilkan,0.0
2186,Sangat menghibur dan tidak membosankan,1.0
2187,sangat seruu,1.0
2188,seru banget,1.0
2189,Paling malas main solo di kasih player yang cuma tes hero di rank,0.0
2190,aku ska,1.0
2191,ini adalah gem yang seru,1.0
2192,Bagus lebih bagus dari pada ml,1.0
2193,"Bagus banget, saya suka sekali",1.0
2194,Kaga jelas banget dark sistem dari monton pindah ke HOK malah jadi ketemu tim dark sistem Mulu,0.0
2195,game burq,0.0
2196,Game tai,0.0
2197,Kelamaan rilis nya lu min,0.0
2198,Game ini benar-benar mantap!,1.0
2199,lebih ok dari ML,1.0
2200,Game ini benar-benar mantap!,1.0
2201,Developer tidak mendengarkan pemain,0.0
2202,Sangat menghibur dan tidak membosankan,1.0
2203,Game ini sangat oke dan seru,1.0
2204,Matching team kurang adil team saya lebih goblog sedangkan musuh jago,0.0
2205,Game burik bagusan juga game sebelah yaa mlbb lebih bagus,0.0
2206,Reward harian sangat menghibur dan menarik,1.0
2207,bagus game nya,1.0
2208,Game ini sangat oke dan seru,1.0
2209,mantap grafik hd,1.0
2210,Hero-nya beragam dan sangat menghibur,1.0
2211,Game ini benar-benar mantap!,1.0
2212,Sistem pertarungan sangat oke dan adiktif,1.0
2213,game nya ringan.tingkatkan lagi,1.0
2214,game nya bagusssssss banget,1.0
2215,oke bngt,1.0
2216,oke mantap,1.0
2217,Gem yang bagus sekali,1.0
2218,Bagus banget sihh wajib download,1.0
2219,Event-eventnya sangat oke dan menarik,1.0
2220,Mantap dan bagus,1.0
2221,Game baik,1.0
2222,Game plagiat,0.0
2223,Efek suaranya mantap dan keren,1.0
2224,ringan cuy,1.0
2225,minimal perbaiki jaringan masa saya stuck terus pas mau mulai match nya,0.0
2226,Game baik,1.0
2227,bgs dan menarik,1.0
2228,Burik bgt,0.0
2229,Gameplaynya mantap dengan strategi tinggi,1.0
2230,game nya keren,1.0
2231,Sangat menghibur dan tidak membosankan,1.0
2232,sagat seru tidak seperti mlbb,1.0
2233,Terimakasih sudah memberikan pengalaman yang baru,1.0
2234,Gila nih game keren banget mana banyak event gratis lagi,1.0
2235,Efek suaranya mantap dan keren,1.0
2236,Seru Lebih baik dari ML,1.0
2237,gamnyaa sngaaat bgus,1.0
2238,Aplikasinya tidk bagus,0.0
2239,gamenya asik,1.0
2240,Banyak hadiah,1.0
2241,Bagus sekali,1.0
2242,bagus banyak gratisan nya,1.0
2243,Game jelek grafik berikut,0.0
2244,Komunitasnya aktif dan bagus sekali,1.0
2245,Event-eventnya sangat oke dan menarik,1.0
2246,ok lah,1.0
2247,Skill hero sangat bagus dan unik,1.0
2248,gamenya lebih bagus dari game sebelah,1.0
2249,Sangat menghibur dan tidak membosankan,1.0
2250,Game nya cukup bagus dan grafik nya juga hd,1.0
2251,Karna kalah Mulu timnya yg be4n,0.0
2252,Event dalam game sangat menghibur,1.0
2253,Game kaku,0.0
2254,Gk bagus bagusan ml dr pd honor of kings,0.0
2255,suka seru banget💋💋💋💋👍👍👍,1.0
2256,mudah digunakan dan bermanfaat,1.0
2257,Seruan ML!,0.0
2258,game nya bagus,1.0
2259,Game ny tidak bagus tidak sesuai dengan iklan👎,0.0
2260,"suka, seru",1.0
2261,Sangat oke untuk dimainkan setiap hari,1.0
2262,Jaringan nya tolong perbaiki sinyal bagus tapi ga bisa masuk pertandingan.,0.0
2263,Match buruk,0.0
2264,Bagus banget aku suka apalagi banyak skin gratis,1.0
2265,Sering mengalami lag. Saya pas main lag. Mulu saya suka keluar sendiri dari game lain kali perkecil MB nya seperti mlbb.,0.0
2266,Pertarungannya seru dan menghibur banget,1.0
2267,"Ngasuh musuh ga seimbang masa tier rank saya gold di suruh lawan tier rank platinum/diamond, gak logis",0.0
2268,Event dalam game sangat menghibur,1.0
2269,Amati tiru plek ketiplek,0.0
2270,Banyak bot dark system,0.0
2271,lbh baik dari pada game sebelah,1.0
2272,"Bagus banget, saya suka sekali",1.0
2273,YA KARNA SERU BANGET,1.0
2274,Efek suaranya mantap dan keren,1.0
2275,game yg sangat seru...👍🏻👍🏻👍🏻👍🏻,1.0
2276,Game sampah matchmaking gak jelas tim musuh jago tim sendiri pada gak bisa maen,0.0
2277,"game bagus bgt,banyak gratis skin",1.0
2278,tolong ping nya diperbaiki lg......,0.0
2279,Terlalu banyak bug mengganggu,0.0
2280,bagus 😇,1.0
2281,Sangat menghibur dan tidak membosankan,1.0
2282,Game ini sangat oke dan seru,1.0
2283,"tolong warna embelemnya di perbaiki,kurang ok",0.0
2284,seru aja,1.0
2285,Baru rilis sudah gk jelas match making nya lebih parah dari mobile legend . Game rusak,0.0
2286,Game nya bagus agak menantang mending ini daripada game sebelah,1.0
2287,Update terbaru membuatnya lebih mantap,1.0
2288,"game ini sngat bagus, grafik nya ǰuga bagus dan sangat smooth.",1.0
2289,"Bikin iklan nyindir MLBB Apaan Dah,Memasarkan HoK Kok Ngejelekin MLBB,Sampah.",0.0
2290,game yg bagus,1.0
2291,Gamenya cukup seru beda sama game ml banyak draksistem maknanya pindah ke hok,1.0
2292,Kalo ngiklan yang ngotak anj baru 5 detik dah iklan lagi,0.0
2293,Game ini sangat oke dan seru,1.0
2294,"Game yg menarik,bagus untuk di mainkan, match nya juga lancar",1.0
2295,Sangat menghibur dan tidak membosankan,1.0
2296,Efek suaranya mantap dan keren,1.0
2297,seru bang,1.0
2298,"Game cacat menang cuman di kasih sekali,kalah nya berkali-kali game apa kayak gini bagusan mobile legend co",0.0
2299,Sangat oke untuk dimainkan setiap hari,1.0
2300,Sangat menghibur dan tidak membosankan,1.0
2301,mantap banget,1.0
2302,Skill hero sangat bagus dan unik,1.0
2303,Sistem pertarungan sangat oke dan adiktif,1.0
2304,lumayan tantangan baru,1.0
2305,Gamenya sangat bagus untuk dimainkan,1.0
2306,Skill hero sangat bagus dan unik,1.0
2307,Mantap skin gratis,1.0
2308,Gamenya seru banget apalagi banyak event yg menarik.,1.0
2309,"Bagus banget, saya suka sekali",1.0
2310,kenapa dark sistem terusss,0.0
2311,Efek suaranya mantap dan keren,1.0
2312,"untuk saat ini sayaa sukaa sekali,",1.0
2313,Hero-nya beragam dan sangat menghibur,1.0
2314,"Bagus banget, saya suka sekali",1.0
2315,baguss banagettt game nyaa,1.0
2316,ok lah,1.0
2317,"sangat bagus ,,,,,,👍",1.0
2318,Komunitasnya aktif dan bagus sekali,1.0
2319,"Bagus banget, saya suka sekali",1.0
2320,Mantap gamenya,1.0
2321,"Matching nya tolong dong yang bener aja saya main bertemu dengan orang yang troll di setiap game nya, ini sengaja atau gimana biar sistem rank nya sulit??",0.0
2322,Game ini sangat oke dan seru,1.0
2323,Reward harian sangat menghibur dan menarik,1.0
2324,baguss dan seru,1.0
2325,Game nya sangat bagus grafik Nya juga bagus dan banyak hadiahnya sukses selalu HOk☺️,1.0
2326,"game aneh kredit score turun ,padahal gak ngapa2in",0.0
2327,Gameplaynya mantap dengan strategi tinggi,1.0
2328,sangat bagus dan menantang,1.0
2329,Game baik makasih hero dan skin gratisnya,1.0
2330,masih bingung,0.0
2331,Grafiknya bagus dan memukau,1.0
2332,Efek suaranya mantap dan keren,1.0
2333,Tetep ml selalu dihati game lu terlalu kaku gaya gaya an mao saingan ama ml,0.0
2334,Pertarungannya seru dan menghibur banget,1.0
2335,bagus dan unik sih,1.0
2336,SERVER TIDAK STABIL,0.0
2337,luar biasa,1.0
2338,Sama aja sama ML banyak player tololnya,0.0
2339,Komunitasnya aktif dan bagus sekali,1.0
2340,Game jelek masih bagus ml,0.0
2341,game nya mantap,1.0
2342,Susah pemain solo sama aja kayak ml dapet tim busuk lawan kompak GK seimbang,0.0
2343,Game gak jlas mana timnya budeg budeg,0.0
2344,Gamenya sangat bagus untuk dimainkan,1.0
2345,Pertarungannya seru dan menghibur banget,1.0
2346,Pertarungannya seru dan menghibur banget,1.0
2347,Hero-nya beragam dan sangat menghibur,1.0
2348,Ga adil banget udh penempatan naik ke gold malah di kasih kalah 6 mau naik lagi di kasih kalah lagi parah nih game mending balik ke ml gw asw,0.0
2349,Hero-nya beragam dan sangat menghibur,1.0
2350,Mulai banyak dark system,0.0
2351,"sangat bagus dan mudah untuk di mainkan, aku suka game seperti ini.",1.0
2352,Game tiru,0.0
2353,Kurang seru aja,0.0
2354,"Tolong jaringan di benarin lagi susah main kalo ngeleq""",0.0
2355,Sangat oke untuk dimainkan setiap hari,1.0
2356,Para player nya sombong ² apalagi pas ada yg mati pasti langsung di bacotin,0.0
2357,Game yang bagus 👍,1.0
2358,permainan sangat seru,1.0
2359,Sangat bagus,1.0
2360,"Bagus banget, saya suka sekali",1.0
2361,"game baik, gk kayak game sebelah",1.0
2362,Sistem pertarungan sangat oke dan adiktif,1.0
2363,keren mantap game nya,1.0
2364,Gamenya sangat bagus untuk dimainkan,1.0
2365,sya menyukai game ini..,1.0
2366,geme ini sangat jelek👎🏻,0.0
2367,Sangat oke untuk dimainkan setiap hari,1.0
2368,game nya mantap bagus,1.0
2369,Apa lah game rusak sinyal bagus tapi nglek yang bener dong mending main ml kocak,0.0
2370,Sangat bagus,1.0
2371,BAGUSSS GAMENYAA DARI PADA ML,1.0
2372,Game ini benar-benar mantap!,1.0
2373,Seru banget,1.0
2374,"Bagus banget, saya suka sekali",1.0
2375,game gak jelas,0.0
2376,SANGAT BAGUS GAME YA,1.0
2377,Game ini benar-benar mantap!,1.0
2378,Sangat bagus,1.0
2379,Event-eventnya sangat oke dan menarik,1.0
2380,SANGAT BAGUS!!,1.0
2381,Sangat menghibur dan tidak membosankan,1.0
2382,Hero-nya beragam dan sangat menghibur,1.0
2383,Grafiknya bagus dan memukau,1.0
2384,gem yang sangat menyenangkan,1.0
2385,Game kok niru,0.0
2386,sgat puas,1.0
2387,Game ini sangat bagus dan enak di mainkan😚😚,1.0
2388,Mayan lah,1.0
2389,"Matchmaking yang tidak seimbang, sering bertemu dengan player yang sudah bermain lebih lama, benar benar ampas matchmaking dan juga keseimbangan heronya, saya sungguh kecewa, di tambah lagi sistem matchmaking nya sangat tidak ramah player pemula",0.0
2390,Game nya bagus gak ada bug,1.0
2391,"keren, hero nya bagus bagus",1.0
2392,Event-eventnya sangat oke dan menarik,1.0
2393,Game ini benar-benar mantap!,1.0
2394,game seru,1.0
2395,"Bagus banget, saya suka sekali",1.0
2396,Reward harian sangat menghibur dan menarik,1.0
2397,"Hero kebanyakan stun,tombol masih kaku!",0.0
2398,Sangat menghibur dan tidak membosankan,1.0
2399,Kebanyakan drak sistem males bnget satu tim sama bot tolol,0.0
2400,seru tapi sinyal nya jelek banget aku masi ada kuota banyak tapi sinyal nya jelek terus gabisa di mainan gitu kadang2 tolong perbaiki,0.0
2401,gem nya oke dan bagus,1.0
2402,bagus seru game nya,1.0
2403,Kontrolnya mantap dan responsif,1.0
2404,bagus banget,1.0
2405,gameplay yang menarik dan desain yang baik jadi ingin lanjut main,1.0
2406,Gamenya sangat bagus untuk dimainkan,1.0
2407,bagus banget,1.0
2408,Skill hero sangat bagus dan unik,1.0
2409,"Bagus banget, saya suka sekali",1.0
2410,Gameplaynya mantap dengan strategi tinggi,1.0
2411,game yg seru,1.0
2412,Hero-nya beragam dan sangat menghibur,1.0
2413,Tim nya aneh aku platinum malah semua tim ku gold sedangkan musuh platinum semua itu gak fair tolong pasangkan dengan tim yang sesuai pangkat sama aja kaya ml dark system malas bet sama player dark sistem ml pada pindah dan jadi dark system di hok,0.0
2414,Pertarungannya seru dan menghibur banget,1.0
2415,"Untuk pihak game tolong di perbaiki gamenya,,baru update kok malah tidak bisa login ke gamenya,padahal jaringan udah bagus malah di bilang tidak bagus",0.0
2416,sangat bagus,1.0
2417,Pertarungannya seru dan menghibur banget,1.0
2418,"Matchmaking berantakan, gk seimbang",0.0
2419,"bikin iklan bandingin sama MLBB tapi ternyata malah lebih buruk dibandingkan MLBB, system matchmaking nya jauh lebih ga seimbang daripada MLBB",0.0
2420,Seru banget deh,1.0
2421,Gamenya sangat bagus untuk dimainkan,1.0
2422,"game jelek, bansos doang banyak gw pas main ngelag terus sama timnya kek jawir",0.0
2423,lebih baik dari pada game sebelah,1.0
2424,sangat bagus gam nya lumayan keren,1.0
2425,game nyaa bagus bangett,1.0
2426,Lebih baik dari pada game MOBILE LEGEND. Di game ini gak ada draksistem kalo di MOBILE LEGEND banyak banget draksistem,1.0
2427,sangat seru,1.0
2428,masih lag banget,0.0
2429,keren banget,1.0
2430,Grafiknya bagus dan memukau,1.0
2431,Grafiknya bagus dan memukau,1.0
2432,Geme nya sudah bagus tapi kenapa tingkat kesulitan nya tinggi banget padahal rank baru silver tapi musuh jago semua dan selalu dapet tim yang kaya gk niat main. Tolong lah di perbaiki🙏🏼. Selebihnya udah bagus ni geme,0.0
2433,bagus game lancar,1.0
2434,Pertarungannya seru dan menghibur banget,1.0
2435,Game yang sangat bagus👍👍,1.0
2436,Event dalam game sangat menghibur,1.0
2437,GAME ISINYA KEBANYAKAN PLAYER DARK SISTEM. GAPAHAM LAGI SAMA SISTEM MATCH MAKINGNYA,0.0
2438,Tim gak seimbang Capek gua,0.0
2439,Efek suaranya mantap dan keren,1.0
2440,Sangat bagus,1.0
2441,gamenya bagus,1.0
2442,games nya bagus sekali,1.0
2443,Game apa ini sama aja kek monton ngasih tim gajelas,0.0
2444,Selalu dikasih dark sistem,0.0
2445,game nya sangat bagus,1.0
2446,game baik,1.0
2447,mantap dah,1.0
2448,Ga lag,1.0
2449,sangat mudah,1.0
2450,sangat baik,1.0
2451,Gamenya bagus gak pelit skin,1.0
2452,bagus game ini,1.0
2453,Update terbaru membuatnya lebih mantap,1.0
2454,Efek suaranya mantap dan keren,1.0
2455,game bagus,1.0
2456,Sanggat seruh dan mantep,1.0
2457,Sangat menghibur dan tidak membosankan,1.0
2458,Gameplaynya mantap dengan strategi tinggi,1.0
2459,gamenya bagus,1.0
2460,Skill hero sangat bagus dan unik,1.0
2461,seru moba terbaik,1.0
2462,Gameplaynya mantap dengan strategi tinggi,1.0
2463,Gamenya sangat bagus untuk dimainkan,1.0
2464,Sangat oke untuk dimainkan setiap hari,1.0
2465,Aku suka game ini,1.0
2466,game plagiat,0.0
2467,masih suka ngeleggggg,0.0
2468,mudah di pahami untuk pemula,1.0
2469,Hero-nya beragam dan sangat menghibur,1.0
2470,"Bagus banget, saya suka sekali",1.0
2471,Event-eventnya sangat oke dan menarik,1.0
2472,Pertarungannya seru dan menghibur banget,1.0
2473,"aduh kasih tim itu yang bener kek, ini malah di kasih player myanmar bloon gabisa main, pada asal main, kasih kek tim negara indo gw tinggal di indo di kasih tim Myanmar, apalah hok ini, ga bisa liat gtu seimbang sama engganya hah?",0.0
2474,Anjir keren dong,1.0
2475,Efek suaranya mantap dan keren,1.0
2476,"Bagus banget, saya suka sekali",1.0
2477,"kurang suka, jelek nge frame bgt gila ni game",0.0
2478,Efek suaranya mantap dan keren,1.0
2479,kurang suka sama grafik nya,0.0
2480,Game ini benar-benar mantap!,1.0
2481,Sering crash tanpa alasan jelas,0.0
2482,Aku suka,1.0
2483,Game ini benar-benar mantap!,1.0
2484,Update terbaru membuatnya lebih mantap,1.0
2485,Efek suaranya mantap dan keren,1.0
2486,"Dapet se tim troll mulu,archer 2 lah, habis menang kalah,menang kalah,yg ada wr turun,main bagus malah di troll",0.0
2487,Lebih seru dari mlbb,1.0
2488,Game ini sangat oke dan seru,1.0
2489,Sangat menghibur dan tidak membosankan,1.0
2490,game baik,1.0
2491,Gameplaynya mantap dengan strategi tinggi,1.0
2492,Dark sistem ml pindah semua ke sini wkwkw,0.0
2493,Grafiknya burik dan tidak realistis,0.0
2494,Selamat game baik,1.0
2495,mantap skinnya banyak yg gratis,1.0
2496,"sangat menarik, dan bagus",1.0
2497,Bagus banget,1.0
2498,"Sinyalnya parah padalan main ml lancar"" Aj ga jelas.",0.0
2499,Keren abis,1.0
2500,Sistem pertarungan sangat oke dan adiktif,1.0
2501,Sering crash tanpa alasan jelas,0.0
2502,ok bagus lah,1.0
2503,kerennn kereennn,1.0
2504,Event dalam game sangat mengecewakan,0.0
2505,game lebih bagus matchmaking nya dari pada mobile legends ngk harus rebutan role,1.0
2506,Event dalam game sangat mengecewakan,0.0
2507,Reward harian sangat menghibur dan menarik,1.0
2508,Skill hero sangat bagus dan unik,1.0
2509,Game nya seruu,1.0
2510,Sangat menghibur dan tidak membosankan,1.0
2511,HOK mantap,1.0
2512,Sangat menghibur dan tidak membosankan,1.0
2513,Skill hero sangat bagus dan unik,1.0
2514,Sangat oke untuk dimainkan setiap hari,1.0
2515,aku suka,1.0
2516,Game aneh ketemu teman bot semua gak pandai main tapi untung musuh juga bot game bot tlol,0.0
2517,Menurut saya game ini bagus dan GK pelit,1.0
2518,Grafiknya bagus dan memukau,1.0
2519,game berat,0.0
2520,Sangat oke untuk dimainkan setiap hari,1.0
2521,aku suka,1.0
2522,"Game mantap asli,ramah banget buat pemula,ada sistem yang sangat membantu solo player juga,seluruhnya dah mantap banget pokoknya sampai bingung bilang jelek nya darimana soalnya Dev cepat tanggap atas keluhan para player nya,jaya terus HOK",1.0
2523,terlalu muda mati musuh nya seperti gak ada rintangan,0.0
2524,gamenya baik,1.0
2525,Efek suaranya mantap dan keren,1.0
2526,Efek suaranya mantap dan keren,1.0
2527,Game ini benar-benar mantap!,1.0
2528,Sistem pertarungan sangat oke dan adiktif,1.0
2529,Event dalam game sangat menghibur,1.0
2530,"Sejauh ini game nya bagus, grafik baik",1.0
2531,Efek suaranya mantap dan keren,1.0
2532,asik gme nya,1.0
2533,Kontrolnya mantap dan responsif,1.0
2534,Gem burik,0.0
2535,Sangat oke untuk dimainkan setiap hari,1.0
2536,game nya bagus,1.0
2537,Gamenya sangat bagus untuk dimainkan,1.0
2538,Game mantap,1.0
2539,Game plagiat!!,0.0
2540,game nya ok,1.0
2541,Gameplaynya mantap dengan strategi tinggi,1.0
2542,Sangat oke untuk dimainkan setiap hari,1.0
2543,Sangat oke untuk dimainkan setiap hari,1.0
2544,Pertarungannya seru dan menghibur banget,1.0
2545,Event dalam game sangat menghibur,1.0
2546,Game ini sangat oke dan seru,1.0
2547,Kontrolnya mantap dan responsif,1.0
2548,ya saya suka,1.0
2549,sukaA banget,1.0
2550,"Penyimpanan penuh, udah hapus data di game tapi di cek di file manager tetep sama. KATANYA JIKA PENYIMPANAN PENUH DATA KURANG PENTING BISA DI HAPUS waktu dicoba malah tetep aja size datanya gak berubah sama sekali.",0.0
2551,Signal bagus sering leg,0.0
2552,masih pelit ke poinnya,0.0
2553,Mantap karena dapet banyak hero dan skin secara GRATIS........,1.0
2554,Gamenya sangat bagus untuk dimainkan,1.0
2555,Grafiknya bagus dan memukau,1.0
2556,Sering ngelag di tengah permainan,0.0
2557,"Bagus banget, saya suka sekali",1.0
2558,Developer sangat oke dalam update,1.0
2559,"game apa ini, minion nya damage nya gak ngotak",0.0
2560,Sistem pertarungan sangat oke dan adiktif,1.0
2561,Game kok niruin wkkwkwk GK punya ide yah,0.0
2562,Game burik,0.0
2563,Event dalam game sangat menghibur,1.0
2564,minimapnya terlalu kaku jadi susah lihat keberadaan musuh,0.0
2565,gamenya bagus banget kalian wajib cobain,1.0
2566,game sangat menarik sekali,1.0
2567,detail tampilan home & menu perlu diperbaiki,0.0
2568,Bagus map-nya,1.0
2569,Gamenya sangat bagus untuk dimainkan,1.0
2570,Game forno,0.0
2571,bagus sangat,1.0
2572,seru gamenya,1.0
2573,lebih bagus dari game sebelah dan banyak ifen gratis,1.0
2574,grafik bagus banyak skin gratisan juga,1.0
2575,gemnya seru,1.0
2576,Lumayan ok,1.0
2577,Game babi,0.0
2578,"cukup bagus, lanjutkan",1.0
2579,Hero-nya beragam dan sangat menghibur,1.0
2580,sangat bagus,1.0
2581,"saya sangat senang memainkan nya,karena banyak event yang bagus dan mudah,saya sudah memainkan nya selama 8hari dan peringkat saya diamond.semoga lebih banyak lagi event-event yang menarik.",1.0
2582,Developer sangat oke dalam update,1.0
2583,"saya bermain rank dan memenngkan pertandingan , tapi bukanya bintang bertambah 1 malah brkurang 1 . dan terjadi berulang kali. saya sudah melaporkan nya ,jika tidak di tanggapi lebih baik saya kembali ke MLBB .",0.0
2584,Game yang sangat bermanfaat,1.0
2585,gamenya gak kikir kek mobile legendaris,1.0
2586,keren mantap,1.0
2587,bagus sekali game ini,1.0
2588,Event-eventnya sangat oke dan menarik,1.0
2589,Gamenya sangat bagus untuk dimainkan,1.0
2590,say suka game nya bagus,1.0
2591,ringan banget,1.0
2592,Game ini benar-benar mantap!,1.0
2593,Lumayan seru,1.0
2594,Pemain kebanyakan tidak kompeten,0.0
2595,Baru rilis kaya chit musuhnya tolololollllllll,0.0
2596,"game nya seru bangt, terlebih lagi game nya ga kikir, manjain player nya trus, mantep lah",1.0
2597,"Benerin lah sistem matchmakingnya. Nge rank malah nyoba hero, mana buta map lagi. Tim lebih mentingin war daripada push lane, gw udah ketemu gini terus. Permainan gw juga udah bagus, dapetnya tim ampas trus kyk gini. Gausah lawak lah",0.0
2598,mantap sekali,1.0
2599,Game monyet matchmaking idiot babi,0.0
2600,"Males gw main game ni sumpah iklannya nyindir game sebelah terang2an kali anjir ,trus lagi Hero heronya broken semua, tim nya udah ga bener lagi org2 luar kek bot aja ck",0.0
2601,"game bagus, ngga kya sebelah si kikir legend",1.0
2602,Hero-nya beragam dan sangat menghibur,1.0
2603,sangat bagus,1.0
2604,sangat puas,1.0
2605,Mantap pokonya gk salah pilih,1.0
2606,Update terbaru membuatnya lebih mantap,1.0
2607,Peniru game lain tanpa inovasi,0.0
2608,sangat bagus,1.0
2609,lumayan lah,1.0
2610,Keren banget,1.0
2611,game cacat ini,0.0
2612,Kontrolnya mantap dan responsif,1.0
2613,gerafik nya bagus banget,1.0
2614,sangat menyenangkan,1.0
2615,masih harus dikembangkan untuk jaringannya,0.0
2616,Hero-nya beragam dan sangat menghibur,1.0
2617,Gamenya sangat bagus untuk dimainkan,1.0
2618,"Mending MLBB sih,grafik nya kurang banget",0.0
2619,Game ini sangat oke dan seru,1.0
2620,lebih seru dri game serupa,1.0
2621,Sistem pertarungan sangat oke dan adiktif,1.0
2622,keren sih,1.0
2623,Gamenya tidak balance sama sekali,0.0
2624,Ini adalah salah 1 game yang terbaik mengalahkan game MLBB!!!,1.0
2625,terbaik lah game nih👍,1.0
2626,Kontrolnya mantap dan responsif,1.0
2627,Game ini sangat oke dan seru,1.0
2628,Game ini pay-to-win parah,0.0
2629,"Game nya bagus dan juga seruu, grafik nya jg bagus, trs hero nya juga banyak, dan dapat skin gratis juga. Waktu aku pertama kali download aku langsung suka sama game nya✨. Pokonya seru deh game nya😃👍",1.0
2630,Hero-nya beragam dan sangat menghibur,1.0
2631,game taik gak bisa login,0.0
2632,Gameplaynya mantap dengan strategi tinggi,1.0
2633,sangat bagus,1.0
2634,Sistem pertarungan sangat oke dan adiktif,1.0
2635,"Udah berat banyak dark sistemnya lagi,ngetottt",0.0
2636,Sangat menghibur dan tidak membosankan,1.0
2637,loading trlalu lama,0.0
2638,"Permintaan saya cuma satu,Tolong Jaringannya Diperbaiki,fps sering naik turun jga",0.0
2639,Efek suaranya mantap dan keren,1.0
2640,Pertarungannya seru dan menghibur banget,1.0
2641,Pertarungannya seru dan menghibur banget,1.0
2642,Gameplaynya mantap dengan strategi tinggi,1.0
2643,Game berat,0.0
2644,Gameplaynya mantap dengan strategi tinggi,1.0
2645,seruu banget,1.0
2646,Game ini benar-benar mantap!,1.0
2647,keren dan bagus,1.0
2648,udah bagus banget,1.0
2649,dgn apk ini aku bisa bermain dgn senang selalu dapat tim yg se arah jalan pikiran mantap,1.0
2650,keren dan tidak pelit seperti game sebelah,1.0
2651,keren banget,1.0
2652,Hero-nya beragam dan sangat menghibur,1.0
2653,Game nya ga seruuu woiiiii padahal jaringan nya oke²aja gj bngt ni game,0.0
2654,Game ini benar-benar mantap!,1.0
2655,Game nya bagus,1.0
2656,Efek suaranya mantap dan keren,1.0
2657,Event-eventnya sangat oke dan menarik,1.0
2658,Game ini benar-benar mantap!,1.0
2659,gem nya bagus dan grafiknya bagus teman juga baik baik,1.0
2660,keren oh,1.0
2661,bagus geme ini,1.0
2662,lambat lowding,0.0
2663,cukup bagus,1.0
2664,Gamenya gede banget gk kuat Ama hp kentang😞,0.0
2665,Baru rank gold mvp kalah terus banyak banget ga naik naik ranknya dikasih dark system' terus game apaan dah ini masih mending Main ml tapi hp ga kuat jadi bingung ini game bagus buat hp kentang tapi bikin naik darah di kasih dark system,0.0
2666,Tidak layak untuk hp ram 3,0.0
2667,"Awal doang dikasi menabmng terus, pertengahan jalan di buat kalah sama sistem. Ada dark sistemnya juga ternyata kayak mobile legend. JANGAN MAININ, GAME KONTOLLLL INI!!!!",0.0
2668,game ni bagus sakili,1.0
2669,keren gamenya,1.0
2670,Gwe kira bagus sampai jelek² kin ml ternyata gamenya kaku kek ping 80 di ml,0.0
2671,Sistem pertarungan sangat oke dan adiktif,1.0
2672,Grafiknya bagus dan memukau,1.0
2673,cmn sedikit lag,0.0
2674,"Selalu mendapatkan team yang seenaknya sendiri dan membuat permainan menjadi tidak menyenangkan, entah mengapa selalu mendapatkan team yang aneh dan tidak mau bekerja sama dengan team.",0.0
2675,Mobile legand lebih bagus,0.0
2676,Dapet kartu buat ganti nama gratis tapi pas dipake gabisa padahal jaringan lancar udah dicoba ga bisa bisa tolong perbaiki,0.0
2677,GAME APA INI!?! GRAFIK GK BAGUS! BERBICARA KASAR PADAHAL ADA ANAK ANAK YG BERMAIN! PLAGIAT! GAK BISA MASUK KE GAMENYA!,0.0
2678,Komunitasnya toxic dan tidak ramah,0.0
2679,Gabisa main Butut ah,0.0
2680,Delay banget...,0.0
