index,Content,Preprocessing,Sentimen,Prediksi,Category
4200,ok,['oke'],positif,positif,TP
4202,bagus,['bagus'],positif,positif,TP
4203,baguss dan seru,"['bagus', 'seru']",positif,positif,TP
4204,Game nya sangat bagus grafik Nya juga bagus dan banyak hadiahnya sukses selalu HOk☺️,"['game', 'sangat', 'bagus', 'grafik', 'bagus', 'banyak', 'hadiah', 'sukses', 'honor', 'of', 'kings']",positif,positif,TP
4205,"game aneh kredit score turun ,padahal gak ngapa2in","['game', 'aneh', 'kredit', 'score', 'turun', 'tidak', 'ngapain']",negatif,negatif,TN
4207,kereen,['keren'],positif,positif,TP
4208,sangat bagus dan menantang,"['sangat', 'bagus', 'tantang']",positif,positif,TP
4211,Game baik makasih hero dan skin gratisnya,"['game', 'baik', 'makasih', 'hero', 'skin', 'gratis']",positif,positif,TP
4212,masih bingung,['bingung'],negatif,negatif,TN
4221,Mantap,['mantap'],positif,positif,TP
4223,mantap,['mantap'],positif,positif,TP
4224,Tetep ml selalu dihati game lu terlalu kaku gaya gaya an mao saingan ama ml,"['ml', 'hati', 'game', 'kaku', 'gaya', 'gaya', 'an', 'saing', 'ml']",negatif,negatif,TN
4225,Keren,['keren'],positif,positif,TP
4232,bagus dan unik sih,"['bagus', 'unik', 'sih']",positif,positif,TP
4234,SERVER TIDAK STABIL,"['server', 'tidak', 'stabil']",negatif,negatif,TN
4237,luar biasa,['luar'],positif,positif,TP
4239,Sama aja sama ML banyak player tololnya,"['ml', 'banyak', 'player', 'tolol']",negatif,negatif,TN
4240,bagus,['bagus'],positif,positif,TP
4244,Game jelek masih bagus ml,"['game', 'jelek', 'bagus', 'ml']",negatif,negatif,TN
4248,game nya mantap,"['game', 'mantap']",positif,positif,TP
4252,Susah pemain solo sama aja kayak ml dapet tim busuk lawan kompak GK seimbang,"['susah', 'main', 'solo', 'ml', 'dapet', 'tim', 'busuk', 'lawan', 'kompak', 'tidak', 'imbang']",negatif,negatif,TN
4254,Game gak jlas mana timnya budeg budeg,"['game', 'tidak', 'jelas', 'tim', 'tidak', 'dengar', 'tidak', 'dengar']",negatif,negatif,TN
4255,ok,['oke'],positif,positif,TP
4257,mantap,['mantap'],positif,positif,TP
4261,seru,['seru'],positif,positif,TP
4263,bagus,['bagus'],positif,positif,TP
4264,Ga adil banget udh penempatan naik ke gold malah di kasih kalah 6 mau naik lagi di kasih kalah lagi parah nih game mending balik ke ml gw asw,"['tidak', 'adil', 'banget', 'udah', 'tempat', 'naik', 'gold', 'kasih', 'kalah', 'naik', 'kasih', 'kalah', 'parah', 'game', 'mending', 'ml', 'anjing']",negatif,negatif,TN
4268,ok,['oke'],positif,positif,TP
4269,Mulai banyak dark system,"['mulai', 'banyak', 'dark', 'system']",negatif,negatif,TN
4271,"sangat bagus dan mudah untuk di mainkan, aku suka game seperti ini.","['sangat', 'bagus', 'mudah', 'main', 'suka', 'game']",positif,positif,TP
4274,Game tiru,"['game', 'tiru']",negatif,negatif,TN
4275,Kurang seru aja,['seru'],negatif,positif,FP
4276,"Tolong jaringan di benarin lagi susah main kalo ngeleq""","['tolong', 'jaring', 'benarin', 'susah', 'main', 'ngelag']",negatif,negatif,TN
4282,mantap,['mantap'],positif,positif,TP
4284,Para player nya sombong ² apalagi pas ada yg mati pasti langsung di bacotin,"['parah', 'player', 'sombong', 'pas', 'mati', 'langsung', 'bacotin']",negatif,negatif,TN
4286,Game yang bagus 👍,"['game', 'bagus']",positif,positif,TP
4290,permainan sangat seru,"['main', 'sangat', 'seru']",positif,positif,TP
4291,Sangat bagus,"['sangat', 'bagus']",positif,positif,TP
4293,bgus,['bagus'],positif,positif,TP
4297,"game baik, gk kayak game sebelah","['game', 'baik', 'tidak', 'game', 'belah']",positif,positif,TP
4299,asik,['asik'],positif,positif,TP
4302,keren mantap game nya,"['keren', 'mantap', 'game']",positif,positif,TP
4304,mantappppppp,['mantap'],positif,positif,TP
4306,sya menyukai game ini..,"['sya', 'suka', 'game']",positif,negatif,FN
4307,geme ini sangat jelek👎🏻,"['game', 'sangat', 'jelek']",negatif,negatif,TN
4308,asik,['asik'],positif,positif,TP
4309,game nya mantap bagus,"['game', 'mantap', 'bagus']",positif,positif,TP
4310,Apa lah game rusak sinyal bagus tapi nglek yang bener dong mending main ml kocak,"['game', 'rusak', 'sinyal', 'bagus', 'nglek', 'bener', 'mending', 'main', 'ml', 'kocak']",negatif,negatif,TN
4311,Sangat bagus,"['sangat', 'bagus']",positif,positif,TP
4314,BAGUSSS GAMENYAA DARI PADA ML,"['bagus', 'gamenya', 'ml']",positif,positif,TP
4317,keren,['keren'],positif,positif,TP
4321,Seru banget,"['seru', 'banget']",positif,positif,TP
4326,seruuuu,['seru'],positif,positif,TP
4331,game gak jelas,"['game', 'tidak', 'jelas']",negatif,negatif,TN
4334,SANGAT BAGUS GAME YA,"['sangat', 'bagus', 'game', 'ya']",positif,positif,TP
4338,ok,['oke'],positif,positif,TP
4339,Sangat bagus,"['sangat', 'bagus']",positif,positif,TP
4343,ok,['oke'],positif,positif,TP
4345,SANGAT BAGUS!!,"['sangat', 'bagus']",positif,positif,TP
4346,bagus,['bagus'],positif,positif,TP
4350,keren,['keren'],positif,positif,TP
4351,ok,['oke'],positif,positif,TP
4353,gem yang sangat menyenangkan,"['game', 'sangat', 'senang']",positif,positif,TP
4354,Game kok niru,"['game', 'plagiat']",negatif,negatif,TN
4355,sgat puas,"['sangat', 'puas']",positif,positif,TP
4357,Game ini sangat bagus dan enak di mainkan😚😚,"['game', 'sangat', 'bagus', 'enak', 'main']",positif,positif,TP
4358,Mayan lah,['mayan'],positif,positif,TP
4359,"Matchmaking yang tidak seimbang, sering bertemu dengan player yang sudah bermain lebih lama, benar benar ampas matchmaking dan juga keseimbangan heronya, saya sungguh kecewa, di tambah lagi sistem matchmaking nya sangat tidak ramah player pemula","['matchmaking', 'tidak', 'imbang', 'sering', 'temu', 'player', 'main', 'lebih', 'benar', 'benar', 'ampas', 'matchmaking', 'imbang', 'hero', 'sunguh', 'kecewa', 'system', 'matchmaking', 'sangat', 'tidak', 'ramah', 'player', 'mula']",negatif,negatif,TN
4360,Game nya bagus gak ada bug,"['game', 'bagus', 'tidak', 'bug']",positif,positif,TP
4361,"keren, hero nya bagus bagus","['keren', 'hero', 'bagus', 'bagus']",positif,positif,TP
4364,Mantapp,['mantap'],positif,positif,TP
4369,lumayan,['lumayan'],positif,positif,TP
4375,game seru,"['game', 'seru']",positif,positif,TP
4376,suka,['suka'],positif,positif,TP
4378,unik,['unik'],positif,positif,TP
4379,"Hero kebanyakan stun,tombol masih kaku!","['hero', 'banyak', 'stuntombol', 'kaku']",negatif,negatif,TN
4380,asikkkkk,['asik'],positif,positif,TP
4382,Kebanyakan drak sistem males bnget satu tim sama bot tolol,"['banyak', 'dark', 'system', 'males', 'banget', 'tim', 'bot', 'tolol']",negatif,negatif,TN
4392,seru tapi sinyal nya jelek banget aku masi ada kuota banyak tapi sinyal nya jelek terus gabisa di mainan gitu kadang2 tolong perbaiki,"['seru', 'sinyal', 'jelek', 'banget', 'mas', 'kuota', 'banyak', 'sinyal', 'jelek', 'gabisa', 'main', 'gitu', 'kadang', 'tolong', 'baik']",negatif,negatif,TN
4396,gem nya oke dan bagus,"['game', 'oke', 'bagus']",positif,positif,TP
4397,bagus seru game nya,"['bagus', 'seru', 'game']",positif,positif,TP
4399,ok,['oke'],positif,positif,TP
4400,bagus banget,"['bagus', 'banget']",positif,positif,TP
4401,gameplay yang menarik dan desain yang baik jadi ingin lanjut main,"['gameplay', 'tarik', 'desain', 'baik', 'main']",positif,positif,TP
4402,mantap,['mantap'],positif,positif,TP
4404,bagus banget,"['bagus', 'banget']",positif,positif,TP
4405,mantap,['mantap'],positif,positif,TP
4408,ok,['oke'],positif,positif,TP
4411,mantap,['mantap'],positif,positif,TP
4412,game yg seru,"['game', 'seru']",positif,positif,TP
4413,kerennn,['keren'],positif,positif,TP
4414,Tim nya aneh aku platinum malah semua tim ku gold sedangkan musuh platinum semua itu gak fair tolong pasangkan dengan tim yang sesuai pangkat sama aja kaya ml dark system malas bet sama player dark sistem ml pada pindah dan jadi dark system di hok,"['tim', 'aneh', 'platinum', 'semua', 'tim', 'gold', 'musuh', 'platinum', 'semua', 'tidak', 'fair', 'tolong', 'pasang', 'tim', 'sesuai', 'pangkat', 'ml', 'dark', 'system', 'malas', 'banget', 'player', 'dark', 'system', 'ml', 'pindah', 'dark', 'system', 'honor', 'of', 'kings']",negatif,negatif,TN
4415,mantap,['mantap'],positif,positif,TP
4416,"Untuk pihak game tolong di perbaiki gamenya,,baru update kok malah tidak bisa login ke gamenya,padahal jaringan udah bagus malah di bilang tidak bagus","['game', 'tolong', 'baik', 'gamenya', 'baru', 'update', 'tidak', 'bisa', 'login', 'gamenya', 'jaring', 'udah', 'bagus', 'bilang', 'tidak', 'bagus']",negatif,negatif,TN
4418,sangat bagus,"['sangat', 'bagus']",positif,positif,TP
4419,lumayan,['lumayan'],positif,positif,TP
4420,"Matchmaking berantakan, gk seimbang","['matchmaking', 'beranta', 'tidak', 'imbang']",negatif,negatif,TN
4423,"bikin iklan bandingin sama MLBB tapi ternyata malah lebih buruk dibandingkan MLBB, system matchmaking nya jauh lebih ga seimbang daripada MLBB","['iklan', 'bandingin', 'mlbb', 'lebih', 'buruk', 'banding', 'mlbb', 'system', 'matchmaking', 'jauh', 'lebih', 'tidak', 'imbang', 'mlbb']",negatif,negatif,TN
4426,Seru banget deh,"['seru', 'banget', 'dah']",positif,positif,TP
4431,Bagus,['bagus'],positif,positif,TP
4432,"game jelek, bansos doang banyak gw pas main ngelag terus sama timnya kek jawir","['game', 'jelek', 'bansos', 'doang', 'banyak', 'pas', 'main', 'ngelag', 'tim', 'jawir']",negatif,negatif,TN
4433,lebih baik dari pada game sebelah,"['lebih', 'baik', 'game', 'belah']",positif,positif,TP
4435,sangat bagus gam nya lumayan keren,"['sangat', 'bagus', 'game', 'lumayan', 'keren']",positif,positif,TP
4437,game nyaa bagus bangett,"['game', 'bagus', 'banget']",positif,positif,TP
4439,Lebih baik dari pada game MOBILE LEGEND. Di game ini gak ada draksistem kalo di MOBILE LEGEND banyak banget draksistem,"['lebih', 'baik', 'game', 'mobile', 'legend', 'game', 'tidak', 'dark', 'system', 'mobile', 'legend', 'banyak', 'banget', 'dark', 'system']",positif,positif,TP
4441,sangat seru,"['sangat', 'seru']",positif,positif,TP
4444,masih lag banget,"['lag', 'banget']",negatif,negatif,TN
4445,keren banget,"['keren', 'banget']",positif,positif,TP
4446,bagus,['bagus'],positif,positif,TP
4454,Terbaik,['baik'],positif,positif,TP
4457,Geme nya sudah bagus tapi kenapa tingkat kesulitan nya tinggi banget padahal rank baru silver tapi musuh jago semua dan selalu dapet tim yang kaya gk niat main. Tolong lah di perbaiki🙏🏼. Selebihnya udah bagus ni geme,"['game', 'bagus', 'tingkat', 'sulit', 'banget', 'rank', 'baru', 'silver', 'musuh', 'jago', 'semua', 'dapet', 'tim', 'tidak', 'niat', 'main', 'tolong', 'baik', 'lebih', 'udah', 'bagus', 'game']",negatif,positif,FP
4460,bagus game lancar,"['bagus', 'game', 'lancar']",positif,positif,TP
4461,mantap,['mantap'],positif,positif,TP
4468,Game yang sangat bagus👍👍,"['game', 'sangat', 'bagus']",positif,positif,TP
4472,seru,['seru'],positif,positif,TP
4475,GAME ISINYA KEBANYAKAN PLAYER DARK SISTEM. GAPAHAM LAGI SAMA SISTEM MATCH MAKINGNYA,"['game', 'isi', 'banyak', 'player', 'dark', 'system', 'gapaham', 'system', 'match', 'making']",negatif,negatif,TN
4476,Tim gak seimbang Capek gua,"['tim', 'tidak', 'imbang', 'lelah']",negatif,negatif,TN
4479,mantap,['mantap'],positif,positif,TP
4481,Sangat bagus,"['sangat', 'bagus']",positif,positif,TP
4482,gamenya bagus,"['gamenya', 'bagus']",positif,positif,TP
4483,games nya bagus sekali,"['game', 'bagus', 'sekali']",positif,positif,TP
4484,Game apa ini sama aja kek monton ngasih tim gajelas,"['game', 'moonton', 'ngasih', 'tim', 'tidak', 'jelas']",negatif,negatif,TN
4488,Selalu dikasih dark sistem,"['kasih', 'dark', 'system']",negatif,negatif,TN
4490,game nya sangat bagus,"['game', 'sangat', 'bagus']",positif,positif,TP
4491,game baik,"['game', 'baik']",positif,positif,TP
4493,mantap dah,"['mantap', 'dah']",positif,positif,TP
4494,Ga lag,"['tidak', 'lag']",positif,negatif,FN
4496,sangat mudah,"['sangat', 'mudah']",positif,positif,TP
4499,sangat baik,"['sangat', 'baik']",positif,positif,TP
4501,Gamenya bagus gak pelit skin,"['gamenya', 'bagus', 'tidak', 'pelit', 'skin']",positif,positif,TP
4503,bagus game ini,"['bagus', 'game']",positif,positif,TP
4505,seruuuu,['seru'],positif,positif,TP
4508,Bagus,['bagus'],positif,positif,TP
4509,game bagus,"['game', 'bagus']",positif,positif,TP
4510,Sanggat seruh dan mantep,"['sangat', 'seruh', 'mantap']",positif,positif,TP
4511,ok,['oke'],positif,positif,TP
4517,bagus,['bagus'],positif,positif,TP
4518,gamenya bagus,"['gamenya', 'bagus']",positif,positif,TP
4522,keren,['keren'],positif,positif,TP
4525,seru moba terbaik,"['seru', 'moba', 'baik']",positif,positif,TP
4527,menyenangkan,['senang'],positif,positif,TP
4530,suka,['suka'],positif,positif,TP
4531,suka,['suka'],positif,positif,TP
4533,Aku suka game ini,"['suka', 'game']",positif,positif,TP
4534,game plagiat,"['game', 'plagiat']",negatif,negatif,TN
4535,masih suka ngeleggggg,"['suka', 'ngelag']",negatif,negatif,TN
4538,mudah di pahami untuk pemula,"['mudah', 'paham', 'mula']",positif,positif,TP
4539,lumayan..oke,['lumayanoke'],positif,positif,TP
4548,mantap,['mantap'],positif,positif,TP
4549,bagus,['bagus'],positif,positif,TP
4551,bagus,['bagus'],positif,positif,TP
4552,"aduh kasih tim itu yang bener kek, ini malah di kasih player myanmar bloon gabisa main, pada asal main, kasih kek tim negara indo gw tinggal di indo di kasih tim Myanmar, apalah hok ini, ga bisa liat gtu seimbang sama engganya hah?","['aduh', 'kasih', 'tim', 'bener', 'kasih', 'player', 'myanmar', 'bodoh', 'gabisa', 'main', 'main', 'kasih', 'tim', 'negara', 'indo', 'tingal', 'indo', 'kasih', 'tim', 'myanmar', 'apa', 'honor', 'of', 'kings', 'tidak', 'bisa', 'liat', 'imbang', 'engganya', 'hah']",negatif,negatif,TN
4553,Anjir keren dong,"['anjing', 'keren']",positif,positif,TP
4554,puas,['puas'],positif,positif,TP
4560,keren,['keren'],positif,positif,TP
4561,"kurang suka, jelek nge frame bgt gila ni game","['suka', 'jelek', 'nge', 'frame', 'banget', 'gila', 'game']",negatif,negatif,TN
4563,Kerenn!!!!,['keren'],positif,positif,TP
4568,kurang suka sama grafik nya,"['suka', 'grafik']",negatif,positif,FP
4569,mantap,['mantap'],positif,positif,TP
4571,Plagiat,['plagiat'],negatif,negatif,TN
4572,Aku suka,['suka'],positif,positif,TP
4578,Ok,['oke'],positif,positif,TP
4579,keren,['keren'],positif,positif,TP
4583,Sruu,['seru'],positif,positif,TP
4586,"Dapet se tim troll mulu,archer 2 lah, habis menang kalah,menang kalah,yg ada wr turun,main bagus malah di troll","['dapet', 'tim', 'troll', 'archer', 'habis', 'menang', 'kalah', 'menang', 'kalah', 'wr', 'turun', 'main', 'bagus', 'troll']",negatif,negatif,TN
4588,Lebih seru dari mlbb,"['lebih', 'seru', 'mlbb']",positif,positif,TP
4589,ok,['oke'],positif,positif,TP
4593,keren,['keren'],positif,positif,TP
4595,game baik,"['game', 'baik']",positif,positif,TP
4596,keren,['keren'],positif,positif,TP
4599,Dark sistem ml pindah semua ke sini wkwkw,"['dark', 'system', 'ml', 'pindah', 'semua', 'wkwkw']",negatif,negatif,TN
4602,Plagiat,['plagiat'],negatif,negatif,TN
4604,Selamat game baik,"['selamat', 'game', 'baik']",positif,positif,TP
4605,mantap skinnya banyak yg gratis,"['mantap', 'skinnya', 'banyak', 'gratis']",positif,positif,TP
4606,"sangat menarik, dan bagus","['sangat', 'tarik', 'bagus']",positif,positif,TP
4607,Bagus banget,"['bagus', 'banget']",positif,positif,TP
4611,"Sinyalnya parah padalan main ml lancar"" Aj ga jelas.","['sinyal', 'parah', 'padalan', 'main', 'ml', 'lancar', 'aja', 'tidak', 'jelas']",negatif,negatif,TN
4614,Keren abis,"['keren', 'abis']",positif,positif,TP
4617,keren,['keren'],positif,positif,TP
4619,Plagiat,['plagiat'],negatif,negatif,TN
4624,ok bagus lah,"['oke', 'bagus']",positif,positif,TP
4625,kerennn kereennn,"['keren', 'keren']",positif,positif,TP
4626,oklah,['oke'],negatif,positif,FP
4631,game lebih bagus matchmaking nya dari pada mobile legends ngk harus rebutan role,"['game', 'lebih', 'bagus', 'matchmaking', 'mobile', 'legends', 'tidak', 'rebut', 'role']",positif,positif,TP
4633,ribet,['ribet'],negatif,positif,FP
4634,lumyan,['lumayan'],positif,positif,TP
4635,mantap,['mantap'],positif,positif,TP
4637,Game nya seruu,"['game', 'seru']",positif,positif,TP
4638,Bagus.,['bagus'],positif,positif,TP
4643,HOK mantap,"['honor', 'of', 'kings', 'mantap']",positif,positif,TP
4647,ok,['oke'],positif,positif,TP
4648,Mantaaapp,['mantap'],positif,positif,TP
4654,mantaapp,['mantap'],positif,positif,TP
4658,aku suka,['suka'],positif,positif,TP
4660,Game aneh ketemu teman bot semua gak pandai main tapi untung musuh juga bot game bot tlol,"['game', 'aneh', 'ketemu', 'teman', 'bot', 'semua', 'tidak', 'pandai', 'main', 'untung', 'musuh', 'bot', 'game', 'bot', 'tolol']",negatif,negatif,TN
4661,Menurut saya game ini bagus dan GK pelit,"['game', 'bagus', 'tidak', 'pelit']",positif,positif,TP
4663,Ok,['oke'],positif,positif,TP
4665,game berat,"['game', 'berat']",negatif,negatif,TN
4666,ok,['oke'],positif,positif,TP
4669,aku suka,['suka'],positif,positif,TP
4673,"Game mantap asli,ramah banget buat pemula,ada sistem yang sangat membantu solo player juga,seluruhnya dah mantap banget pokoknya sampai bingung bilang jelek nya darimana soalnya Dev cepat tanggap atas keluhan para player nya,jaya terus HOK","['game', 'mantap', 'asliramah', 'banget', 'buat', 'pemulada', 'system', 'sangat', 'bantu', 'solo', 'player', 'jugaseluruhnya', 'dah', 'mantap', 'banget', 'pokok', 'bingung', 'bilang', 'jelek', 'darimana', 'developer', 'cepat', 'tangap', 'keluh', 'parah', 'player', 'nyajaya', 'honor', 'of', 'kings']",positif,positif,TP
4674,terlalu muda mati musuh nya seperti gak ada rintangan,"['mudah', 'mati', 'musuh', 'tidak', 'rintang']",negatif,negatif,TN
4684,gamenya baik,"['gamenya', 'baik']",positif,positif,TP
4686,memuaskan,['muas'],positif,positif,TP
4687,bagus,['bagus'],positif,positif,TP
4689,bagus,['bagus'],positif,positif,TP
4692,keren,['keren'],positif,positif,TP
4694,baik,['baik'],positif,positif,TP
4695,"Sejauh ini game nya bagus, grafik baik","['game', 'bagus', 'grafik', 'baik']",positif,positif,TP
4699,mantap,['mantap'],positif,positif,TP
4704,asik gme nya,"['asik', 'gme']",positif,positif,TP
4710,mantap,['mantap'],positif,positif,TP
4711,Gem burik,"['game', 'burik']",negatif,negatif,TN
4712,mantwp,['mantwp'],positif,positif,TP
4715,game nya bagus,"['game', 'bagus']",positif,positif,TP
4716,keren,['keren'],positif,positif,TP
4718,Game mantap,"['game', 'mantap']",positif,positif,TP
4719,Game plagiat!!,"['game', 'plagiat']",negatif,negatif,TN
4721,game nya ok,"['game', 'oke']",positif,positif,TP
4727,Bagus,['bagus'],positif,positif,TP
4729,ok,['oke'],positif,positif,TP
4730,lumayan,['lumayan'],positif,positif,TP
4731,baik,['baik'],positif,positif,TP
4735,Mantapp,['mantap'],positif,positif,TP
4737,keren,['keren'],positif,positif,TP
4738,keren,['keren'],positif,positif,TP
4739,ya saya suka,"['ya', 'suka']",positif,positif,TP
4744,sukaA banget,"['suka', 'banget']",positif,positif,TP
4745,"Penyimpanan penuh, udah hapus data di game tapi di cek di file manager tetep sama. KATANYA JIKA PENYIMPANAN PENUH DATA KURANG PENTING BISA DI HAPUS waktu dicoba malah tetep aja size datanya gak berubah sama sekali.","['simpan', 'penuh', 'udah', 'hapus', 'data', 'game', 'cek', 'file', 'manager', 'simpan', 'penuh', 'data', 'bisa', 'hapus', 'coba', 'size', 'data', 'tidak', 'ubah', 'sekali']",negatif,negatif,TN
4746,Signal bagus sering leg,"['signal', 'bagus', 'sering', 'lag']",negatif,negatif,TN
4749,masih pelit ke poinnya,"['pelit', 'poin']",negatif,positif,FP
4750,Mantap karena dapet banyak hero dan skin secara GRATIS........,"['mantap', 'dapet', 'banyak', 'hero', 'skin', 'gratis']",positif,positif,TP
4751,indah,['indah'],positif,positif,TP
4755,Bagus,['bagus'],positif,positif,TP
4758,Sampah,['sampah'],negatif,negatif,TN
4759,bagus,['bagus'],positif,positif,TP
4761,mantap,['mantap'],positif,positif,TP
4762,"game apa ini, minion nya damage nya gak ngotak","['game', 'minion', 'damage', 'tidak', 'ngotak']",negatif,negatif,TN
4765,Kren,['keren'],positif,positif,TP
4769,Game kok niruin wkkwkwk GK punya ide yah,"['game', 'niruin', 'wkwkwk', 'tidak', 'punya', 'ide', 'yah']",negatif,negatif,TN
4770,Game burik,"['game', 'burik']",negatif,negatif,TN
4771,Mantap,['mantap'],positif,positif,TP
4776,minimapnya terlalu kaku jadi susah lihat keberadaan musuh,"['minimapnya', 'kaku', 'susah', 'lihat', 'rad', 'musuh']",negatif,negatif,TN
4777,gamenya bagus banget kalian wajib cobain,"['gamenya', 'bagus', 'banget', 'wajib', 'cobain']",positif,positif,TP
4778,game sangat menarik sekali,"['game', 'sangat', 'tarik', 'sekali']",positif,positif,TP
4780,detail tampilan home & menu perlu diperbaiki,"['detail', 'tampil', 'home', 'menu', 'baik']",negatif,positif,FP
4782,Bagus map-nya,"['bagus', 'map']",positif,positif,TP
4785,oke,['oke'],positif,positif,TP
4787,Game forno,"['game', 'forno']",negatif,positif,FP
4788,bagus sangat,"['bagus', 'sangat']",positif,positif,TP
4789,seru gamenya,"['seru', 'gamenya']",positif,positif,TP
4790,lebih bagus dari game sebelah dan banyak ifen gratis,"['lebih', 'bagus', 'game', 'belah', 'banyak', 'event', 'gratis']",positif,positif,TP
4791,grafik bagus banyak skin gratisan juga,"['grafik', 'bagus', 'banyak', 'skin', 'gratis']",positif,positif,TP
4793,gemnya seru,"['gamenya', 'seru']",positif,positif,TP
4794,Lumayan ok,"['lumayan', 'oke']",positif,positif,TP
4795,Game babi,"['game', 'babi']",negatif,negatif,TN
4798,"cukup bagus, lanjutkan","['bagus', 'lanjut']",positif,positif,TP
4799,ok,['oke'],positif,positif,TP
4803,sangat bagus,"['sangat', 'bagus']",positif,positif,TP
4804,"saya sangat senang memainkan nya,karena banyak event yang bagus dan mudah,saya sudah memainkan nya selama 8hari dan peringkat saya diamond.semoga lebih banyak lagi event-event yang menarik.","['sangat', 'senang', 'main', 'banyak', 'event', 'bagus', 'mudah', 'main', 'peringkat', 'diamond', 'moga', 'lebih', 'banyak', 'event', 'tarik']",positif,positif,TP
4805,ok,['oke'],positif,positif,TP
4807,"saya bermain rank dan memenngkan pertandingan , tapi bukanya bintang bertambah 1 malah brkurang 1 . dan terjadi berulang kali. saya sudah melaporkan nya ,jika tidak di tanggapi lebih baik saya kembali ke MLBB .","['main', 'rank', 'menang', 'tanding', 'buka', 'bintang', 'tambah', 'kurang', 'ulang', 'kali', 'lapor', 'tidak', 'tanggap', 'lebih', 'baik', 'mlbb']",negatif,negatif,TN
4809,Game yang sangat bermanfaat,"['game', 'sangat', 'bermanfat']",positif,positif,TP
4810,gamenya gak kikir kek mobile legendaris,"['gamenya', 'tidak', 'pelit', 'mobile', 'legends']",positif,positif,TP
4811,keren mantap,"['keren', 'mantap']",positif,positif,TP
4814,bagus sekali game ini,"['bagus', 'sekali', 'game']",positif,positif,TP
4815,ok,['oke'],positif,positif,TP
4816,bagus,['bagus'],positif,positif,TP
4817,say suka game nya bagus,"['suka', 'game', 'bagus']",positif,positif,TP
4818,ringan banget,"['ringan', 'banget']",positif,positif,TP
4820,keren,['keren'],positif,positif,TP
4826,Lumayan seru,"['lumayan', 'seru']",positif,positif,TP
4831,Pemain kebanyakan tidak kompeten,"['main', 'banyak', 'tidak', 'kompeten']",negatif,negatif,TN
4832,Baru rilis kaya chit musuhnya tolololollllllll,"['baru', 'rilis', 'chit', 'musuh', 'tolol']",negatif,negatif,TN
4833,"game nya seru bangt, terlebih lagi game nya ga kikir, manjain player nya trus, mantep lah","['game', 'seru', 'banget', 'game', 'tidak', 'pelit', 'manjain', 'player', 'mantap']",positif,positif,TP
4835,"Benerin lah sistem matchmakingnya. Nge rank malah nyoba hero, mana buta map lagi. Tim lebih mentingin war daripada push lane, gw udah ketemu gini terus. Permainan gw juga udah bagus, dapetnya tim ampas trus kyk gini. Gausah lawak lah","['benerin', 'system', 'matchmakingnya', 'nge', 'rank', 'nyoba', 'hero', 'buta', 'map', 'tim', 'lebih', 'mentingin', 'war', 'push', 'lane', 'udah', 'ketemu', 'gin', 'main', 'udah', 'bagus', 'dapetnya', 'tim', 'ampas', 'gin', 'gausah', 'lawak']",negatif,negatif,TN
4837,mantap sekali,"['mantap', 'sekali']",positif,positif,TP
4841,Game monyet matchmaking idiot babi,"['game', 'monyet', 'matchmaking', 'idiot', 'babi']",negatif,negatif,TN
4845,"Males gw main game ni sumpah iklannya nyindir game sebelah terang2an kali anjir ,trus lagi Hero heronya broken semua, tim nya udah ga bener lagi org2 luar kek bot aja ck","['males', 'main', 'game', 'sumpah', 'iklan', 'nyindir', 'game', 'belah', 'terang', 'kali', 'anjing', 'hero', 'hero', 'broken', 'semua', 'tim', 'udah', 'tidak', 'bener', 'org', 'luar', 'bot', 'ck']",negatif,negatif,TN
4848,"game bagus, ngga kya sebelah si kikir legend","['game', 'bagus', 'tidak', 'kya', 'belah', 'si', 'pelit', 'legend']",positif,positif,TP
4849,mantap,['mantap'],positif,positif,TP
4850,sangat bagus,"['sangat', 'bagus']",positif,positif,TP
4851,sangat puas,"['sangat', 'puas']",positif,positif,TP
4852,Mantap pokonya gk salah pilih,"['mantap', 'pokok', 'tidak', 'salah', 'pilih']",positif,positif,TP
4857,kereeeennn,['keren'],positif,positif,TP
4860,Buruk,['buruk'],negatif,negatif,TN
4861,sangat bagus,"['sangat', 'bagus']",positif,positif,TP
4862,lumayan lah,['lumayan'],positif,positif,TP
4863,Keren banget,"['keren', 'banget']",positif,positif,TP
4866,game cacat ini,"['game', 'cacat']",negatif,negatif,TN
4867,mantap,['mantap'],positif,positif,TP
4871,gerafik nya bagus banget,"['gerafik', 'bagus', 'banget']",positif,positif,TP
4875,sangat menyenangkan,"['sangat', 'senang']",positif,positif,TP
4877,masih harus dikembangkan untuk jaringannya,"['kembang', 'jaring']",negatif,positif,FP
4880,bgus,['bagus'],positif,positif,TP
4884,keren,['keren'],positif,positif,TP
4886,"Mending MLBB sih,grafik nya kurang banget","['mending', 'mlbb', 'sih', 'grafik', 'banget']",negatif,negatif,TN
4890,keren,['keren'],positif,positif,TP
4891,lebih seru dri game serupa,"['lebih', 'seru', 'game']",positif,positif,TP
4892,ok,['oke'],positif,positif,TP
4893,keren sih,"['keren', 'sih']",positif,positif,TP
4896,jelek,['jelek'],negatif,negatif,TN
4898,Ini adalah salah 1 game yang terbaik mengalahkan game MLBB!!!,"['salah', 'game', 'baik', 'kalah', 'game', 'mlbb']",positif,negatif,FN
4899,terbaik lah game nih👍,"['baik', 'game']",positif,positif,TP
4901,keren,['keren'],positif,positif,TP
4903,baguss,['bagus'],positif,positif,TP
4904,Membosankan,['bosan'],negatif,positif,FP
